Year,Month,Day,Hour,CloudCover_tenths,TEMP_C,RelativeHumidity_%,StationPressure_mb,WD,WS,CeilingHeight_m
2025,1,1,1,1,7.64,63.3,975.36,41,3.36,10000
2025,1,1,2,1,7.31,63,974.93,41,3.41,10000
2025,1,1,3,0,6.67,60.8,974.79,43,3.47,10000
2025,1,1,4,0,6.71,59.2,974.88,45,3.5,10000
2025,1,1,5,0,6.79,57,975.32,46,3.61,10000
2025,1,1,6,0,8.14,51.1,975.97,46,3.94,10000
2025,1,1,7,0,9.35,48.1,976.5,46,4.19,10000
2025,1,1,8,0,10.42,45.9,976.88,49,4.35,10000
2025,1,1,9,0,14.33,32.9,976.77,51,4.92,10000
2025,1,1,10,0,14.31,35.5,976.23,49,5.05,10000
2025,1,1,11,0,15.12,32.2,975.16,41,5.02,10000
2025,1,1,12,0,15.5,30.9,975.01,40,4.68,10000
2025,1,1,13,0,15.47,30.1,975.22,41,4.24,10000
2025,1,1,14,0,15.25,29.6,975.3,34,3.15,10000
2025,1,1,15,0,12.86,36.4,975.83,19,2.61,10000
2025,1,1,16,0,12.72,37.1,976.11,24,3.28,10000
2025,1,1,17,0,12.53,36.6,976.99,33,3.83,10000
2025,1,1,18,0,10.72,41.4,977.34,38,3.99,10000
2025,1,1,19,0,10.39,41.6,977.73,41,4.1,10000
2025,1,1,20,0,10.02,40.8,978.02,41,4.16,10000
2025,1,1,21,0,8.77,43.1,978.18,40,4.27,10000
2025,1,1,22,0,8.71,42.6,978.48,39,4.29,10000
2025,1,1,23,0,8.61,42.4,977.98,41,4.55,10000
2025,1,1,24,0,8.06,43.4,978,42,4.72,10000
2025,1,2,1,0,7.86,43.9,978.21,44,4.65,10000
2025,1,2,2,0,7.47,44.5,978.19,45,4.63,10000
2025,1,2,3,0,6.62,46.2,978.11,45,4.74,10000
2025,1,2,4,0,6.18,46.7,978.67,46,4.81,10000
2025,1,2,5,0,6.07,46.7,979.06,48,4.82,10000
2025,1,2,6,0,7.4,43,979.81,48,5.04,10000
2025,1,2,7,0,9.26,40.1,980.48,47,5.2,10000
2025,1,2,8,0,10.19,39.3,980.79,51,5.2,10000
2025,1,2,9,0,14.75,29.4,980.29,56,5.7,10000
2025,1,2,10,0,14.89,29.4,979.7,57,5.48,10000
2025,1,2,11,0,16.49,23.5,979,57,5.13,10000
2025,1,2,12,0,16.64,24,978.36,56,4.75,10000
2025,1,2,13,0,16.54,24.4,978.41,54,4.3,10000
2025,1,2,14,0,16.44,21.6,978.52,46,2.96,10000
2025,1,2,15,0,12.87,36.5,979,30,2.03,10000
2025,1,2,16,0,12.01,40,978.89,28,2.26,10000
2025,1,2,17,0,11.89,39.9,979.2,32,2.55,10000
2025,1,2,18,0,9.42,42.8,979.32,37,2.72,10000
2025,1,2,19,0,9.34,44,979.34,40,2.81,10000
2025,1,2,20,0,8.73,43.5,979.49,45,2.91,10000
2025,1,2,21,0,7.2,47.1,979.42,48,3.1,10000
2025,1,2,22,0,7.08,46.5,979.53,51,3.21,10000
2025,1,2,23,0,6.39,44.6,979.51,56,3.61,10000
2025,1,2,24,0,6.21,44.4,979.32,56,3.54,10000
2025,1,3,1,0,6.06,43.5,979.44,55,3.55,10000
2025,1,3,2,0,5.77,44.1,979.21,54,3.53,10000
2025,1,3,3,0,4.74,45.9,978.9,54,3.61,10000
2025,1,3,4,0,4.59,46.8,978.78,56,3.65,10000
2025,1,3,5,0,4.76,45.7,978.89,57,3.58,10000
2025,1,3,6,0,5.87,42.3,979.33,58,3.66,10000
2025,1,3,7,0,8.02,39.4,979.69,59,3.4,10000
2025,1,3,8,0,9.66,39.3,979.83,59,2.58,10000
2025,1,3,9,0,14.62,27.6,979.19,62,1.88,10000
2025,1,3,10,0,14.92,25.8,978.33,64,0.91,10000
2025,1,3,11,0,16.4,20.3,977.42,138,0.15,10000
2025,1,3,12,0,16.58,20.5,976.92,254,0.81,10000
2025,1,3,13,0,16.69,20.6,976.84,270,1.39,10000
2025,1,3,14,0,16.62,15.8,976.74,280,1.58,10000
2025,1,3,15,0,11.11,36.3,976.78,278,2,10000
2025,1,3,16,0,10.09,39.1,977.01,290,2.14,10000
2025,1,3,17,0,9.83,40.8,977.21,308,2.32,10000
2025,1,3,18,0,7.5,48.5,977.31,338,2.04,10000
2025,1,3,19,0,7.55,48.4,977.41,13,1.67,10000
2025,1,3,20,0,7.23,48,977.55,38,1.31,10000
2025,1,3,21,0,5.14,52.7,977.55,55,1.3,10000
2025,1,3,22,0,4.75,53.5,977.45,64,1.28,10000
2025,1,3,23,0,2.66,63.7,977.59,74,1.21,10000
2025,1,3,24,0,2.2,65.9,977.8,74,1.08,10000
2025,1,4,1,0,2.2,65.3,977.78,71,1.08,10000
2025,1,4,2,0,2.2,64.8,977.83,68,1.27,10000
2025,1,4,3,0,1.28,66.3,977.55,71,1.67,10000
2025,1,4,4,0,1.12,67.4,977.83,76,1.77,10000
2025,1,4,5,0,1.22,67,977.97,76,1.82,10000
2025,1,4,6,0,3.64,55.8,978.33,73,2.1,10000
2025,1,4,7,0,6,48.7,978.59,78,2.13,10000
2025,1,4,8,0,7.66,45.7,978.44,101,1.29,10000
2025,1,4,9,0,12.43,35.7,978.04,180,0.82,10000
2025,1,4,10,0,12.84,35.1,977.03,180,0.81,10000
2025,1,4,11,0,14.65,27.1,976.28,192,1.87,10000
2025,1,4,12,0,14.85,26.7,975.95,213,2.46,10000
2025,1,4,13,1,14.95,26.3,976.14,230,2.59,10000
2025,1,4,14,4,15.18,20.8,976.51,241,2.43,10000
2025,1,4,15,7,10.42,42,976.72,245,2.06,10000
2025,1,4,16,7,9.59,42.2,977.03,244,2.48,10000
2025,1,4,17,5,10.95,31.2,977.39,237,2.13,10000
2025,1,4,18,3,9.91,34.7,977.68,221,1.51,10000
2025,1,4,19,4,9.6,35.4,977.8,194,0.53,10000
2025,1,4,20,8,7.44,44.7,977.97,70,0.52,10000
2025,1,4,21,1,6.04,48,977.65,78,1.09,10000
2025,1,4,22,0,5.33,53.4,977.43,77,1.39,10000
2025,1,4,23,2,4.9,58.1,977.32,72,1.46,10000
2025,1,4,24,4,4.86,58.6,977.54,74,1.7,10000
2025,1,5,1,5,4.77,58.9,977.14,75,1.87,10000
2025,1,5,2,3,4.66,59.1,976.91,74,1.9,10000
2025,1,5,3,3,4.31,60.9,976.66,71,2.03,10000
2025,1,5,4,6,4.09,61.2,976.93,67,2.18,10000
2025,1,5,5,8,4.3,59.8,977.03,66,2.39,10000
2025,1,5,6,9,5.41,57.2,977.28,68,2.7,10000
2025,1,5,7,10,7.21,53.5,977.32,72,2.47,10000
2025,1,5,8,9,9.1,48.4,977.52,76,1.44,10000
2025,1,5,9,5,13.04,34.9,977.05,94,0.99,10000
2025,1,5,10,2,13.35,32.9,975.98,101,0.96,10000
2025,1,5,11,7,14.61,28.3,975.07,126,1.11,10000
2025,1,5,12,8,14.75,27.3,974.75,158,0.9,10000
2025,1,5,13,7,14.91,26.1,974.35,188,0.84,10000
2025,1,5,14,7,15.07,19.9,974.24,199,0.63,10000
2025,1,5,15,7,13.85,30.2,973.93,177,0.3,10000
2025,1,5,16,7,12.18,32.7,973.49,92,0.74,10000
2025,1,5,17,9,12,33,973.69,112,1.02,10000
2025,1,5,18,10,11.51,35.7,974.09,129,1.23,10000
2025,1,5,19,10,9.8,41.7,974.12,128,1.33,10000
2025,1,5,20,10,9.81,43.5,973.96,95,1.45,10000
2025,1,5,21,10,9.98,45.9,974.06,74,1.98,10000
2025,1,5,22,10,10.5,45,974.05,68,2.38,10000
2025,1,5,23,10,8.55,72,973.76,59,2.78,10000
2025,1,5,24,10,9.08,68.9,973.65,51,2.88,10000
2025,1,6,1,10,8.86,67.4,974.18,44,2.35,10000
2025,1,6,2,10,8.86,68.6,973.73,45,2.42,10000
2025,1,6,3,9,8.63,71.9,973.36,53,2.73,10000
2025,1,6,4,7,8.5,71,973.37,62,3.06,10000
2025,1,6,5,5,8.93,67,973.24,68,3.28,10000
2025,1,6,6,4,9.18,66.1,973.78,78,3.15,10000
2025,1,6,7,4,10,64.1,974.22,84,2.92,10000
2025,1,6,8,5,11.47,57.1,974.57,103,2.23,10000
2025,1,6,9,8,13.77,41.4,974.4,133,2.14,10000
2025,1,6,10,7,13.96,33.6,974.23,156,1.96,10000
2025,1,6,11,8,14.04,37.1,974.06,159,1.83,10000
2025,1,6,12,9,14.12,35.3,973.32,166,1.65,10000
2025,1,6,13,9,14.3,34.3,973.46,168,1.01,10000
2025,1,6,14,9,14.45,31.5,973.77,158,0.27,10000
2025,1,6,15,8,13.29,39.2,973.93,353,0.45,10000
2025,1,6,16,6,11.8,43.9,974.22,6,1.2,10000
2025,1,6,17,4,9.81,55.3,974.48,20,1.7,10000
2025,1,6,18,1,9.51,55.1,975.19,26,1.75,10000
2025,1,6,19,1,10.06,54.5,975.59,30,1.96,10000
2025,1,6,20,2,10.31,53.7,975.93,30,2.25,10000
2025,1,6,21,3,10.39,54.8,975.94,34,2.25,10000
2025,1,6,22,6,10.48,55.2,975.86,40,2.17,10000
2025,1,6,23,5,8.61,62.4,976.09,50,2.11,10000
2025,1,6,24,7,8.71,63.3,975.87,50,2.14,10000
2025,1,7,1,8,8.69,62.7,975.95,47,2.39,10000
2025,1,7,2,5,8.54,61.4,975.85,41,2.62,10000
2025,1,7,3,6,7.85,60.7,975.63,39,2.6,10000
2025,1,7,4,9,7.57,60.6,975.99,48,2.32,10000
2025,1,7,5,9,7.09,61.7,976.52,53,2.29,10000
2025,1,7,6,10,7.76,59.9,977.09,52,2.64,10000
2025,1,7,7,10,9.52,52.2,977.37,51,2.35,10000
2025,1,7,8,7,11.26,48,977.96,52,1.53,10000
2025,1,7,9,5,14.57,41,977.87,58,1.1,10000
2025,1,7,10,3,15.34,40,977.52,62,0.74,10000
2025,1,7,11,3,16.82,32.9,976.6,142,1.59,10000
2025,1,7,12,3,16.9,33.7,976.09,152,1.97,10000
2025,1,7,13,4,16.68,35.1,976.62,159,2.06,10000
2025,1,7,14,3,16.28,39.1,976.73,170,2.16,10000
2025,1,7,15,0,15.12,38.5,976.96,181,2.07,10000
2025,1,7,16,0,13.63,45.4,977.33,184,1.91,10000
2025,1,7,17,0,12.56,50.5,977.57,183,1.72,10000
2025,1,7,18,0,11.12,52.6,977.86,129,0.9,10000
2025,1,7,19,0,11.05,54.3,977.89,58,0.9,10000
2025,1,7,20,0,10.37,54.5,977.71,41,1.26,10000
2025,1,7,21,0,8.45,59.5,977.36,36,1.69,10000
2025,1,7,22,0,7.59,63.9,977.45,34,2.17,10000
2025,1,7,23,1,7.74,63.3,977.05,38,2.66,10000
2025,1,7,24,1,7.47,64.1,977.42,38,3.07,10000
2025,1,8,1,0,7.65,63.1,977.27,41,3.41,10000
2025,1,8,2,0,7.82,61.1,977.01,47,3.74,10000
2025,1,8,3,0,8.06,57.7,976.96,51,3.96,10000
2025,1,8,4,0,8.39,55.4,976.89,52,4.07,10000
2025,1,8,5,0,8.57,54.1,977.11,53,4.28,10000
2025,1,8,6,0,10,49.1,977.65,55,4.71,10000
2025,1,8,7,0,10.61,48.9,977.83,55,4.81,10000
2025,1,8,8,0,12.03,49.9,978,56,4.56,10000
2025,1,8,9,0,16.12,41.4,977.3,61,4.82,10000
2025,1,8,10,0,16.49,40.5,976.49,64,4.39,10000
2025,1,8,11,0,18.21,35,975.89,63,4.51,10000
2025,1,8,12,0,18.29,35.6,974.98,62,4.53,10000
2025,1,8,13,0,18.34,35.7,975.16,62,4.18,10000
2025,1,8,14,0,18.17,32.2,975.25,55,3.22,10000
2025,1,8,15,0,14.45,47.2,975.51,26,2.24,10000
2025,1,8,16,0,13.72,50.3,975.5,25,2.8,10000
2025,1,8,17,0,13.76,50.8,976,31,3.16,10000
2025,1,8,18,0,11.72,54.8,976.14,37,3.37,10000
2025,1,8,19,0,11.35,56.6,976.27,43,3.51,10000
2025,1,8,20,0,11.35,56.3,976.25,45,3.65,10000
2025,1,8,21,0,10.11,57.1,975.89,48,3.81,10000
2025,1,8,22,0,10.16,55.6,975.91,50,3.9,10000
2025,1,8,23,0,10.68,44.3,975.68,52,4.37,10000
2025,1,8,24,0,10.47,45.4,975.44,52,4.55,10000
2025,1,9,1,0,10.19,47.1,975.74,52,4.46,10000
2025,1,9,2,0,9.45,49.6,975.13,51,4.29,10000
2025,1,9,3,0,8.91,50.2,975.15,52,4.27,10000
2025,1,9,4,0,8.7,51,975.36,53,4.37,10000
2025,1,9,5,0,8.66,51.4,975.17,55,4.42,10000
2025,1,9,6,0,9.79,49.7,975.58,54,4.61,10000
2025,1,9,7,0,10.94,47.3,975.82,54,4.53,10000
2025,1,9,8,0,11.96,46.4,975.66,55,4.25,10000
2025,1,9,9,0,16.44,37.3,975.08,57,4.14,10000
2025,1,9,10,0,16.82,37.3,974.19,55,3.7,10000
2025,1,9,11,0,18.63,31.4,973.54,56,4.19,10000
2025,1,9,12,0,18.71,31.6,973.16,56,4.15,10000
2025,1,9,13,0,18.59,32,972.81,56,3.87,10000
2025,1,9,14,0,18.57,28.3,973.01,54,3.19,10000
2025,1,9,15,0,14.75,42.5,973.23,37,2.17,10000
2025,1,9,16,0,14.04,44.8,973.15,35,2.66,10000
2025,1,9,17,0,14.06,47.3,973.62,40,3.04,10000
2025,1,9,18,0,11.89,52.3,973.5,45,3.41,10000
2025,1,9,19,0,11.74,52,973.94,50,3.84,10000
2025,1,9,20,0,11.52,50.6,973.76,53,4.1,10000
2025,1,9,21,0,10.22,51.3,973.65,57,4.36,10000
2025,1,9,22,0,10.18,50,973.48,59,4.51,10000
2025,1,9,23,0,10.07,41.7,973.23,61,5.12,10000
2025,1,9,24,0,10.36,41.4,973.54,62,5.08,10000
2025,1,10,1,0,10.17,41.3,973.68,62,5.11,10000
2025,1,10,2,0,10.02,42.6,973.42,64,5.11,10000
2025,1,10,3,0,8.98,47.7,973.36,64,5.09,10000
2025,1,10,4,0,8.95,47.2,973.48,65,5.08,10000
2025,1,10,5,0,8.79,47.4,973.98,66,5.07,10000
2025,1,10,6,0,10.12,44.4,974.06,66,5.23,10000
2025,1,10,7,0,11.54,42,974.85,67,5.05,10000
2025,1,10,8,0,12.79,41,974.86,69,4.49,10000
2025,1,10,9,0,17.94,31.7,974.55,75,3.99,10000
2025,1,10,10,0,18.54,32.2,973.81,87,3.4,10000
2025,1,10,11,0,20.41,28.6,973,105,3.38,10000
2025,1,10,12,0,20.55,28.5,972.6,110,3.24,10000
2025,1,10,13,0,20.55,27.8,972.03,113,3.17,10000
2025,1,10,14,0,20.62,22.1,972.07,114,2.72,10000
2025,1,10,15,0,15.64,37.1,972.25,96,1.89,10000
2025,1,10,16,0,14.64,40.8,972.31,91,2.34,10000
2025,1,10,17,0,14.22,42.1,973.02,91,2.73,10000
2025,1,10,18,0,12.3,49.3,973.05,90,2.89,10000
2025,1,10,19,0,12.14,49.2,973.45,89,2.96,10000
2025,1,10,20,0,11.91,49.9,973.34,88,2.98,10000
2025,1,10,21,0,10.55,54.5,973.42,87,3.07,10000
2025,1,10,22,0,10.34,54.9,973.15,85,3.07,10000
2025,1,10,23,0,10.18,58.3,972.8,85,3.41,10000
2025,1,10,24,0,9.77,59.5,972.83,81,3.53,10000
2025,1,11,1,0,9.52,60.8,972.73,79,3.55,10000
2025,1,11,2,0,9.69,61,972.29,79,3.51,10000
2025,1,11,3,0,9.36,60.3,972,80,3.52,10000
2025,1,11,4,0,9.35,63.1,971.77,82,3.56,10000
2025,1,11,5,0,9.36,62.9,971.74,85,3.45,10000
2025,1,11,6,1,9.97,63.8,972.32,92,3.32,10000
2025,1,11,7,5,11.52,61.3,972.85,118,2.75,10000
2025,1,11,8,9,12.38,58.8,973.12,157,2.81,10000
2025,1,11,9,9,13.86,58,972.82,174,3.6,10000
2025,1,11,10,10,13.34,59.5,972.34,174,3.21,10000
2025,1,11,11,10,11.66,72.9,972.31,156,2.58,10000
2025,1,11,12,9,11.5,75.3,971.26,133,2.52,10000
2025,1,11,13,9,10.99,78.1,971.31,124,2.63,10000
2025,1,11,14,8,10.84,79,971.34,118,2.62,10000
2025,1,11,15,9,10.59,81.9,971.35,111,2.88,10000
2025,1,11,16,10,10.51,83.8,971.32,97,2.85,10000
2025,1,11,17,10,10.72,84,971.76,84,3,10000
2025,1,11,18,10,10.61,84.8,971.53,78,3.16,10000
2025,1,11,19,10,10.64,84.7,971.79,75,3.21,10000
2025,1,11,20,10,10.64,85,971.39,78,3.19,10000
2025,1,11,21,10,10.71,84.1,971.59,80,2.89,10000
2025,1,11,22,10,10.75,84.3,971.47,89,2.82,10000
2025,1,11,23,10,10.05,88,971.47,123,3.42,10000
2025,1,11,24,10,10.27,89.2,971.85,142,3.66,10000
2025,1,12,1,10,10.46,90.3,971.98,148,3.42,10000
2025,1,12,2,10,10.46,91.8,971.81,148,3.16,10000
2025,1,12,3,9,10.09,94.4,971.64,138,2.7,10000
2025,1,12,4,10,9.9,94.7,971.94,144,2.59,10000
2025,1,12,5,10,10.55,93.1,972.69,148,2.27,10000
2025,1,12,6,10,10.39,93.8,973.12,149,2.42,10000
2025,1,12,7,10,10,94,973.9,144,1.9,10000
2025,1,12,8,10,9.65,93.3,974.34,146,1.96,10000
2025,1,12,9,10,11.18,87.6,974.38,157,1.75,10000
2025,1,12,10,10,10.87,90.6,974.34,183,1.85,10000
2025,1,12,11,10,12.07,92.3,974.29,199,1.81,10000
2025,1,12,12,9,11.66,92.8,974.25,219,1.78,10000
2025,1,12,13,7,11.81,91.6,974.36,238,1.43,10000
2025,1,12,14,6,11.49,89,974.88,284,1.02,10000
2025,1,12,15,5,9.47,97.1,975.43,336,0.66,10000
2025,1,12,16,5,9.36,97.6,975.67,346,1.39,10000
2025,1,12,17,6,9.93,93.6,976.28,356,1.36,10000
2025,1,12,18,5,8.51,97.3,976.46,34,1.3,10000
2025,1,12,19,4,8.06,97.7,976.64,55,0.79,10000
2025,1,12,20,3,8.33,95.8,976.93,48,0.97,10000
2025,1,12,21,2,7.51,94.8,977.1,34,1.18,10000
2025,1,12,22,1,7.34,93.9,977.37,34,1.51,10000
2025,1,12,23,4,6.54,94.4,977.21,41,1.59,10000
2025,1,12,24,5,6.28,93.9,977.38,40,1.49,10000
2025,1,13,1,7,6.23,93.8,977.44,41,1.53,10000
2025,1,13,2,5,6.17,92.8,977.4,38,1.66,10000
2025,1,13,3,5,5.95,91.8,977.44,34,1.95,10000
2025,1,13,4,1,5.92,91,977.45,30,2.17,10000
2025,1,13,5,0,5.87,90.8,977.7,30,2.25,10000
2025,1,13,6,0,7.2,88.7,978.12,31,2.64,10000
2025,1,13,7,0,8.82,87.9,978.62,27,2.58,10000
2025,1,13,8,0,9.42,83,979.09,12,2.22,10000
2025,1,13,9,0,13.31,68.9,979.15,356,2.7,10000
2025,1,13,10,0,13.47,66,978.49,343,3.14,10000
2025,1,13,11,0,15,54.5,977.66,345,2.86,10000
2025,1,13,12,0,14.89,55.5,977.12,343,2.99,10000
2025,1,13,13,0,14.8,56.7,977.26,343,3.03,10000
2025,1,13,14,0,14.53,59,977.4,343,2.76,10000
2025,1,13,15,0,11.95,71.1,977.36,341,1.9,10000
2025,1,13,16,0,11.17,76.9,977.44,357,1.92,10000
2025,1,13,17,0,11.06,78.5,977.41,16,1.7,10000
2025,1,13,18,0,9.75,82.8,977.59,28,1.66,10000
2025,1,13,19,0,9.58,82,977.85,31,1.76,10000
2025,1,13,20,0,9.77,81.2,978.18,32,1.96,10000
2025,1,13,21,0,9.44,80.9,977.93,37,2.27,10000
2025,1,13,22,0,9.11,81.3,977.83,41,2.53,10000
2025,1,13,23,0,8.55,73.7,977.63,49,2.98,10000
2025,1,13,24,0,8.57,71.3,977.65,48,3.23,10000
2025,1,14,1,0,6.38,72.2,977.91,46,3.25,10000
2025,1,14,2,0,6.08,72,977.29,49,3.34,10000
2025,1,14,3,0,5.76,71.6,977.1,53,3.35,10000
2025,1,14,4,0,5.23,72.2,977.12,54,3.4,10000
2025,1,14,5,0,5.1,71.4,977.16,57,3.55,10000
2025,1,14,6,1,6.84,66.7,977.34,55,3.56,10000
2025,1,14,7,3,7.93,65,977.81,52,3.12,10000
2025,1,14,8,0,8.8,63,977.76,43,2.33,10000
2025,1,14,9,0,13.01,49.8,978.12,12,1.92,10000
2025,1,14,10,0,13.37,49.5,977,349,2.14,10000
2025,1,14,11,0,15.69,40.9,976.16,6,2.41,10000
2025,1,14,12,2,15.82,40.9,975.41,16,2.13,10000
2025,1,14,13,8,15.86,41.1,975.22,9,1.47,10000
2025,1,14,14,7,15.55,44.1,975.31,316,1.41,10000
2025,1,14,15,0,11.67,62.8,975.46,299,2.15,10000
2025,1,14,16,1,10.06,70.8,975.79,314,2.41,10000
2025,1,14,17,7,9.47,73.6,975.97,353,2.25,10000
2025,1,14,18,7,8.28,77.8,975.88,32,1.56,10000
2025,1,14,19,7,8.39,76.1,975.72,44,1.43,10000
2025,1,14,20,6,8.68,74.4,975.84,40,1.24,10000
2025,1,14,21,2,7.92,75.8,976.11,41,1.26,10000
2025,1,14,22,2,7.95,73.7,975.88,47,1.36,10000
2025,1,14,23,0,5.58,83.3,976.08,59,1.86,10000
2025,1,14,24,0,5.37,83.8,976.38,65,2.26,10000
2025,1,15,1,0,5.51,82.4,976.15,70,2.31,10000
2025,1,15,2,0,5.75,79.1,975.79,73,2.26,10000
2025,1,15,3,0,5.08,79,975.75,76,2.17,10000
2025,1,15,4,0,5.09,77.9,975.97,79,2.16,10000
2025,1,15,5,0,5.15,76.9,976.33,79,2,10000
2025,1,15,6,0,7.28,70.6,976.98,77,2.18,10000
2025,1,15,7,0,8.45,68,977.21,85,2.18,10000
2025,1,15,8,0,9.09,64.1,977.49,110,1.39,10000
2025,1,15,9,3,12.96,51.1,977.3,149,1.3,10000
2025,1,15,10,2,13.48,51,976.42,177,1.54,10000
2025,1,15,11,1,15.61,45.1,975.97,188,1.75,10000
2025,1,15,12,0,16.05,45.7,975.48,193,1.49,10000
2025,1,15,13,0,16.18,45.5,975.15,188,1.25,10000
2025,1,15,14,0,16.32,45.1,974.82,188,1.41,10000
2025,1,15,15,0,11.9,66.8,974.78,202,1.91,10000
2025,1,15,16,0,10.85,67.6,975.17,196,2.28,10000
2025,1,15,17,0,10.59,68.8,975.45,173,2.23,10000
2025,1,15,18,0,8.67,75.3,975.77,142,2.01,10000
2025,1,15,19,0,8.65,76.2,976.16,114,1.58,10000
2025,1,15,20,0,8.43,76.7,976.34,93,1.78,10000
2025,1,15,21,0,7.31,80,976.25,91,2.19,10000
2025,1,15,22,0,7.4,78.9,975.89,91,2.29,10000
2025,1,15,23,0,7.05,78.6,975.67,94,2.39,10000
2025,1,15,24,0,6.96,77.2,975.37,86,2.33,10000
2025,1,16,1,0,7.15,75,975.8,84,2.25,10000
2025,1,16,2,1,7.08,74.8,975.52,85,2.37,10000
2025,1,16,3,6,7.22,74.1,974.98,83,2.5,10000
2025,1,16,4,9,7.05,74.5,975.27,80,2.41,10000
2025,1,16,5,7,7.1,74.7,975.43,75,2.55,10000
2025,1,16,6,6,7.73,71.7,975.72,74,2.69,10000
2025,1,16,7,6,8.93,69.7,975.88,79,2.44,10000
2025,1,16,8,4,9.95,67.5,976.35,95,1.43,10000
2025,1,16,9,4,13.08,57.7,976.33,139,1.13,10000
2025,1,16,10,3,13.47,57,975.78,162,0.63,10000
2025,1,16,11,3,14.64,55.8,975.49,31,0.38,10000
2025,1,16,12,3,14.99,54.3,974.98,211,0.12,10000
2025,1,16,13,1,15.08,52.5,974.69,217,0.4,10000
2025,1,16,14,0,14.87,51.5,974.69,262,0.67,10000
2025,1,16,15,0,12.01,69.1,974.62,271,1.45,10000
2025,1,16,16,0,11.11,72.4,974.94,286,2.05,10000
2025,1,16,17,0,11.05,71,975.51,297,2.1,10000
2025,1,16,18,0,9.2,77.1,975.5,315,2.21,10000
2025,1,16,19,0,9.28,76.3,975.7,336,2.14,10000
2025,1,16,20,0,9.43,74.8,976.05,353,2.18,10000
2025,1,16,21,0,8.26,76.7,976.09,11,2.23,10000
2025,1,16,22,0,8,77.7,976.03,25,2.19,10000
2025,1,16,23,0,7.28,78.9,975.43,38,2.32,10000
2025,1,16,24,0,7.02,80,975.36,44,2.16,10000
2025,1,17,1,0,6.61,81.7,975.01,50,2.15,10000
2025,1,17,2,0,6.3,81.9,974.4,50,2.16,10000
2025,1,17,3,0,5.49,83.2,974.38,48,2.05,10000
2025,1,17,4,0,5.46,83.5,974.77,51,2.09,10000
2025,1,17,5,0,5.47,83.8,974.96,55,2.21,10000
2025,1,17,6,0,6.44,79.8,975.12,57,2.55,10000
2025,1,17,7,0,7.82,77,975.62,55,2.08,10000
2025,1,17,8,0,9.31,68.4,975.31,43,1.44,10000
2025,1,17,9,0,13.87,55.2,975.08,12,1.31,10000
2025,1,17,10,0,14.33,54.7,974.22,351,1.44,10000
2025,1,17,11,0,15.89,48.5,973.17,347,1.39,10000
2025,1,17,12,1,15.96,48,972.38,342,1.68,10000
2025,1,17,13,1,15.83,48.1,972.01,347,1.77,10000
2025,1,17,14,0,15.76,47.7,971.93,346,1.7,10000
2025,1,17,15,0,12.78,62.6,972.05,334,1.88,10000
2025,1,17,16,1,11.55,66.9,972.12,342,2.25,10000
2025,1,17,17,0,11.28,67.5,972.17,1,1.91,10000
2025,1,17,18,0,9.77,70.7,972.12,13,1.91,10000
2025,1,17,19,0,9.69,69.2,972.31,19,2.17,10000
2025,1,17,20,0,9.52,68.3,972.1,30,2.26,10000
2025,1,17,21,0,7.46,70.5,972,38,2.54,10000
2025,1,17,22,0,7.15,69.6,972.03,43,2.64,10000
2025,1,17,23,0,6.67,64.5,971.87,44,2.84,10000
2025,1,17,24,0,6.5,64.2,971.63,42,2.94,10000
2025,1,18,1,0,6.24,62,971.57,45,3.07,10000
2025,1,18,2,0,6.42,61.8,971.33,51,3.09,10000
2025,1,18,3,0,5.53,63.8,971.03,54,3.21,10000
2025,1,18,4,0,5.35,63.7,970.86,52,3.34,10000
2025,1,18,5,0,5.16,63.4,971.28,54,3.33,10000
2025,1,18,6,0,6.63,59.1,971.29,59,3.52,10000
2025,1,18,7,0,8.05,57.3,971.58,60,3.12,10000
2025,1,18,8,0,9.58,55.6,971.51,57,2.3,10000
2025,1,18,9,0,14.15,40.7,971.24,52,1.52,10000
2025,1,18,10,0,14.54,36.8,970.55,323,0.46,10000
2025,1,18,11,0,15.96,33.8,969.63,299,1.61,10000
2025,1,18,12,0,16.06,34.4,968.54,302,2.14,10000
2025,1,18,13,0,16.01,34.5,968.17,294,2.3,10000
2025,1,18,14,0,15.9,35.9,968.01,283,2.26,10000
2025,1,18,15,0,13.1,49.4,967.95,272,1.94,10000
2025,1,18,16,1,10.42,61.6,968.14,276,2.2,10000
2025,1,18,17,3,9.67,65.6,968.47,279,2.32,10000
2025,1,18,18,6,8.81,65.6,968.57,279,2.7,10000
2025,1,18,19,9,10.36,59.9,968.51,278,1.99,10000
2025,1,18,20,9,10.29,61.4,968.45,208,0.88,10000
2025,1,18,21,8,9.13,69.2,968.19,138,0.76,10000
2025,1,18,22,9,9.13,69.2,968.23,122,1.07,10000
2025,1,18,23,9,7.81,75.5,967.85,108,1.54,10000
2025,1,18,24,8,7.72,75.9,967.67,103,2.02,10000
2025,1,19,1,6,7.68,75.8,967.83,101,2.14,10000
2025,1,19,2,2,7.51,76.1,967.47,100,2.3,10000
2025,1,19,3,0,6.94,75.6,967.5,102,2.6,10000
2025,1,19,4,0,6.69,75.2,967.51,105,2.73,10000
2025,1,19,5,0,6.52,74,968.08,101,2.7,10000
2025,1,19,6,0,7.45,70.3,968.61,102,3.05,10000
2025,1,19,7,0,9.11,64.4,969.22,113,2.83,10000
