442700.00,3921300.00,448.29626,315.71,315.71,2.00
442700.00,3921350.00,578.008,316.21,316.21,2.00
442700.00,3921400.00,497.28658,316.75,316.75,2.00
442700.00,3921450.00,297.7854,317.34,317.34,2.00
442700.00,3921500.00,236.32677,317.36,317.36,2.00
442700.00,3921550.00,220.55901,317.06,317.06,2.00
442700.00,3921600.00,203.73258,317.00,317.00,2.00
442700.00,3921650.00,196.27318,317.00,317.00,2.00
442700.00,3921700.00,187.10592,317.29,317.29,2.00
442700.00,3921750.00,178.99427,317.54,317.54,2.00
442700.00,3921800.00,180.81033,317.23,317.23,2.00
442700.00,3921850.00,180.4766,317.06,317.06,2.00
442700.00,3921900.00,174.26554,317.28,317.28,2.00
442700.00,3921950.00,166.07226,317.85,317.85,2.00
442700.00,3922000.00,160.95604,318.93,318.93,2.00
442700.00,3922050.00,154.04794,319.53,319.53,2.00
442700.00,3922100.00,150.46662,319.74,319.74,2.00
442700.00,3922150.00,149.11903,320.26,320.26,2.00
442700.00,3922200.00,146.41427,320.91,320.91,2.00
442700.00,3922250.00,138.26519,321.57,321.57,2.00
442700.00,3922300.00,143.24214,322.23,322.23,2.00
442750.00,3921300.00,431.41888,315.33,315.33,2.00
442750.00,3921350.00,486.50801,316.28,316.28,2.00
442750.00,3921400.00,496.77935,316.79,316.79,2.00
442750.00,3921450.00,347.39753,316.86,316.86,2.00
442750.00,3921500.00,263.49768,316.97,316.97,2.00
442750.00,3921550.00,231.2368,317.08,317.08,2.00
442750.00,3921600.00,208.03299,317.10,317.10,2.00
442750.00,3921650.00,201.17472,317.10,317.10,2.00
442750.00,3921700.00,197.60497,317.00,317.00,2.00
442750.00,3921750.00,194.4655,316.92,316.92,2.00
442750.00,3921800.00,190.83425,316.97,316.97,2.00
442750.00,3921850.00,185.32448,317.16,317.16,2.00
442750.00,3921900.00,173.95968,317.79,317.79,2.00
442750.00,3921950.00,171.10248,318.58,318.58,2.00
442750.00,3922000.00,159.99845,319.61,319.61,2.00
442750.00,3922050.00,155.52792,320.35,320.35,2.00
442750.00,3922100.00,151.05925,320.85,320.85,2.00
442750.00,3922150.00,149.05831,321.02,321.02,2.00
442750.00,3922200.00,148.05818,321.05,321.05,2.00
442750.00,3922250.00,149.87329,321.03,321.03,2.00
442750.00,3922300.00,151.46896,321.01,321.01,2.00
442800.00,3921300.00,435.60337,315.08,315.08,2.00
442800.00,3921350.00,464.21659,315.31,315.31,2.00
442800.00,3921400.00,634.55842,315.65,315.65,2.00
442800.00,3921450.00,545.74183,316.08,316.08,2.00
442800.00,3921500.00,295.29294,316.78,316.78,2.00
442800.00,3921550.00,222.96463,317.61,317.61,2.00
442800.00,3921600.00,204.6085,317.77,317.77,2.00
442800.00,3921650.00,198.98953,317.76,317.76,2.00
442800.00,3921700.00,204.42766,316.97,316.97,2.00
442800.00,3921750.00,211.06457,316.29,316.29,2.00
442800.00,3921800.00,203.19837,316.70,316.70,2.00
442800.00,3921850.00,193.51339,317.36,317.36,2.00
442800.00,3921900.00,176.69465,318.70,318.70,2.00
442800.00,3921950.00,166.77488,319.76,319.76,2.00
442800.00,3922000.00,161.54114,320.44,320.44,2.00
442800.00,3922050.00,157.25751,320.81,320.81,2.00
442800.00,3922100.00,156.00372,320.96,320.96,2.00
442800.00,3922150.00,152.509,321.28,321.28,2.00
442800.00,3922200.00,147.59831,321.67,321.67,2.00
442800.00,3922250.00,152.53239,321.38,321.38,2.00
442800.00,3922300.00,157.12106,320.99,320.99,2.00
442850.00,3921300.00,397.16468,315.09,315.09,2.00
442850.00,3921350.00,450.93759,315.33,315.33,2.00
442850.00,3921400.00,489.83034,315.72,315.72,2.00
442850.00,3921450.00,577.62576,316.26,316.26,2.00
442850.00,3921500.00,302.37134,317.00,317.00,2.00
442850.00,3921550.00,254.45923,317.85,317.85,2.00
442850.00,3921600.00,227.27807,317.62,317.62,2.00
442850.00,3921650.00,214.51376,317.17,317.17,2.00
442850.00,3921700.00,215.53367,316.77,316.77,2.00
442850.00,3921750.00,217.0308,316.48,316.48,2.00
442850.00,3921800.00,209.0504,317.02,317.02,2.00
442850.00,3921850.00,204.38792,317.85,317.85,2.00
442850.00,3921900.00,196.50522,319.47,319.47,2.00
442850.00,3921950.00,181.73053,320.53,320.53,2.00
442850.00,3922000.00,163.85023,320.86,320.86,2.00
442850.00,3922050.00,161.71406,321.00,321.00,2.00
442850.00,3922100.00,162.27819,321.00,321.00,2.00
442850.00,3922150.00,158.52562,321.24,321.24,2.00
