442700.00,3921300.00,39.24506,315.71,315.71,2.00
442700.00,3921350.00,43.70332,316.21,316.21,2.00
442700.00,3921400.00,34.46746,316.75,316.75,2.00
442700.00,3921450.00,27.24009,317.34,317.34,2.00
442700.00,3921500.00,24.49916,317.36,317.36,2.00
442700.00,3921550.00,22.99499,317.06,317.06,2.00
442700.00,3921600.00,21.7703,317.00,317.00,2.00
442700.00,3921650.00,20.88522,317.00,317.00,2.00
442700.00,3921700.00,19.96814,317.29,317.29,2.00
442700.00,3921750.00,19.30837,317.54,317.54,2.00
442700.00,3921800.00,18.81871,317.23,317.23,2.00
442700.00,3921850.00,18.38631,317.06,317.06,2.00
442700.00,3921900.00,17.96082,317.28,317.28,2.00
442700.00,3921950.00,17.58442,317.85,317.85,2.00
442700.00,3922000.00,17.2518,318.93,318.93,2.00
442700.00,3922050.00,16.86643,319.53,319.53,2.00
442700.00,3922100.00,16.5109,319.74,319.74,2.00
442700.00,3922150.00,16.12203,320.26,320.26,2.00
442700.00,3922200.00,15.75608,320.91,320.91,2.00
442700.00,3922250.00,15.45291,321.57,321.57,2.00
442700.00,3922300.00,15.25433,322.23,322.23,2.00
442750.00,3921300.00,39.64862,315.33,315.33,2.00
442750.00,3921350.00,39.56782,316.28,316.28,2.00
442750.00,3921400.00,36.02946,316.79,316.79,2.00
442750.00,3921450.00,31.68515,316.86,316.86,2.00
442750.00,3921500.00,26.84706,316.97,316.97,2.00
442750.00,3921550.00,24.33419,317.08,317.08,2.00
442750.00,3921600.00,22.81951,317.10,317.10,2.00
442750.00,3921650.00,21.82454,317.10,317.10,2.00
442750.00,3921700.00,21.00528,317.00,317.00,2.00
442750.00,3921750.00,20.35524,316.92,316.92,2.00
442750.00,3921800.00,19.76607,316.97,316.97,2.00
442750.00,3921850.00,19.23769,317.16,317.16,2.00
442750.00,3921900.00,18.7885,317.79,317.79,2.00
442750.00,3921950.00,18.44105,318.58,318.58,2.00
442750.00,3922000.00,18.02812,319.61,319.61,2.00
442750.00,3922050.00,17.57397,320.35,320.35,2.00
442750.00,3922100.00,17.1844,320.85,320.85,2.00
442750.00,3922150.00,16.85179,321.02,321.02,2.00
442750.00,3922200.00,16.53989,321.05,321.05,2.00
442750.00,3922250.00,16.20041,321.03,321.03,2.00
442750.00,3922300.00,15.85788,321.01,321.01,2.00
442800.00,3921300.00,38.39823,315.08,315.08,2.00
442800.00,3921350.00,45.56932,315.31,315.31,2.00
442800.00,3921400.00,52.33729,315.65,315.65,2.00
442800.00,3921450.00,41.30807,316.08,316.08,2.00
442800.00,3921500.00,29.73013,316.78,316.78,2.00
442800.00,3921550.00,25.31551,317.61,317.61,2.00
442800.00,3921600.00,23.69954,317.77,317.77,2.00
442800.00,3921650.00,22.68383,317.76,317.76,2.00
442800.00,3921700.00,22.00836,316.97,316.97,2.00
442800.00,3921750.00,21.6424,316.29,316.29,2.00
