442700.00,3921300.00,23.01114,315.71,315.71,2.00
442700.00,3921350.00,30.51472,316.21,316.21,2.00
442700.00,3921400.00,25.95216,316.75,316.75,2.00
442700.00,3921450.00,14.47769,317.34,317.34,2.00
442700.00,3921500.00,11.07032,317.36,317.36,2.00
442700.00,3921550.00,10.29138,317.06,317.06,2.00
442700.00,3921600.00,9.30094,317.00,317.00,2.00
442700.00,3921650.00,8.52931,317.00,317.00,2.00
442700.00,3921700.00,7.89937,317.29,317.29,2.00
442700.00,3921750.00,7.43193,317.54,317.54,2.00
442700.00,3921800.00,7.43384,317.23,317.23,2.00
442700.00,3921850.00,7.4253,317.06,317.06,2.00
442700.00,3921900.00,7.07617,317.28,317.28,2.00
442700.00,3921950.00,6.63867,317.85,317.85,2.00
442700.00,3922000.00,6.41215,318.93,318.93,2.00
442700.00,3922050.00,6.10585,319.53,319.53,2.00
442700.00,3922100.00,5.97004,319.74,319.74,2.00
442700.00,3922150.00,5.84377,320.26,320.26,2.00
442700.00,3922200.00,5.65018,320.91,320.91,2.00
442700.00,3922250.00,5.39268,321.57,321.57,2.00
442700.00,3922300.00,5.37064,322.23,322.23,2.00
442750.00,3921300.00,20.77675,315.33,315.33,2.00
442750.00,3921350.00,25.20778,316.28,316.28,2.00
442750.00,3921400.00,25.86082,316.79,316.79,2.00
442750.00,3921450.00,17.42607,316.86,316.86,2.00
442750.00,3921500.00,12.69585,316.97,316.97,2.00
442750.00,3921550.00,10.85759,317.08,317.08,2.00
442750.00,3921600.00,9.39575,317.10,317.10,2.00
442750.00,3921650.00,8.69852,317.10,317.10,2.00
442750.00,3921700.00,8.41779,317.00,317.00,2.00
442750.00,3921750.00,7.99168,316.92,316.92,2.00
442750.00,3921800.00,7.9189,316.97,316.97,2.00
442750.00,3921850.00,7.57076,317.16,317.16,2.00
442750.00,3921900.00,6.96894,317.79,317.79,2.00
442750.00,3921950.00,6.84942,318.58,318.58,2.00
442750.00,3922000.00,6.33904,319.61,319.61,2.00
442750.00,3922050.00,6.10753,320.35,320.35,2.00
442750.00,3922100.00,5.90672,320.85,320.85,2.00
442750.00,3922150.00,5.82634,321.02,321.02,2.00
442750.00,3922200.00,5.76686,321.05,321.05,2.00
442750.00,3922250.00,5.87966,321.03,321.03,2.00
442750.00,3922300.00,5.90204,321.01,321.01,2.00
442800.00,3921300.00,19.53887,315.08,315.08,2.00
442800.00,3921350.00,22.49062,315.31,315.31,2.00
442800.00,3921400.00,33.61995,315.65,315.65,2.00
442800.00,3921450.00,28.71083,316.08,316.08,2.00
442800.00,3921500.00,14.44518,316.78,316.78,2.00
442800.00,3921550.00,9.73909,317.61,317.61,2.00
442800.00,3921600.00,8.54265,317.77,317.77,2.00
442800.00,3921650.00,8.22228,317.76,317.76,2.00
442800.00,3921700.00,8.70836,316.97,316.97,2.00
442800.00,3921750.00,8.86373,316.29,316.29,2.00
442800.00,3921800.00,8.37918,316.70,316.70,2.00
442800.00,3921850.00,7.65474,317.36,317.36,2.00
442800.00,3921900.00,7.05277,318.70,318.70,2.00
442800.00,3921950.00,6.60006,319.76,319.76,2.00
442800.00,3922000.00,6.32405,320.44,320.44,2.00
442800.00,3922050.00,6.1318,320.81,320.81,2.00
442800.00,3922100.00,6.08666,320.96,320.96,2.00
442800.00,3922150.00,5.92644,321.28,321.28,2.00
442800.00,3922200.00,5.66956,321.67,321.67,2.00
442800.00,3922250.00,5.94461,321.38,321.38,2.00
442800.00,3922300.00,6.18079,320.99,320.99,2.00
442850.00,3921300.00,19.05661,315.09,315.09,2.00
442850.00,3921350.00,20.79747,315.33,315.33,2.00
442850.00,3921400.00,25.27361,315.72,315.72,2.00
442850.00,3921450.00,30.42236,316.26,316.26,2.00
